"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct_subtract","weighted_logFC"
"BICRAL",0,0.453779394634022,0.991,0.953,0,"non-SPN","BICRAL",0.038,0.0172436169960929
"COLGALT2",0,0.453746519646514,0.583,0.102,0,"non-SPN","COLGALT2",0.481,0.218252075949973
"NFASC",0,0.452656752420049,0.999,0.994,0,"non-SPN","NFASC",0.005,0.00226328376210025
"FBN1",0,0.452105934144773,0.982,0.929,0,"non-SPN","FBN1",0.0529999999999999,0.0239616145096729
"SLC6A17",0,0.451705886607842,0.858,0.643,0,"non-SPN","SLC6A17",0.215,0.0971167656206861
"ITPRID2",0,0.451704245853702,0.851,0.663,0,"non-SPN","ITPRID2",0.188,0.084920398220496
"INPP5F",0,0.451607232805369,0.99,0.937,0,"non-SPN","INPP5F",0.0529999999999999,0.0239351833386845
"DNM1",0,0.451600031498533,0.996,0.974,0,"non-SPN","DNM1",0.022,0.00993520069296774
"LUC7L2",0,0.451322591861176,1,0.997,0,"non-SPN","LUC7L2",0.003,0.00135396777558353
"CREG2",0,0.450476267276115,0.585,0.099,0,"non-SPN","CREG2",0.486,0.218931465896192
"ITGA8",0,0.44923472751387,0.269,0.019,0,"non-SPN","ITGA8",0.25,0.112308681878467
"ADAM19",0,0.446022871953758,0.628,0.123,0,"non-SPN","ADAM19",0.505,0.225241550336648
"GRK4",0,0.445970430816509,0.945,0.796,0,"non-SPN","GRK4",0.149,0.0664495941916598
"RDX",0,0.44595698078853,0.98,0.865,0,"non-SPN","RDX",0.115,0.0512850527906809
"ATXN2",0,0.445720955815946,1,0.997,0,"non-SPN","ATXN2",0.003,0.00133716286744784
"MAMDC2",0,0.445072717455424,0.438,0.072,0,"non-SPN","MAMDC2",0.366,0.162896614588685
"DUSP10",0,0.444919296052709,0.445,0.002,0,"non-SPN","DUSP10",0.443,0.19709924815135
"EBF4",0,0.444897768290363,0.546,0.056,0,"non-SPN","EBF4",0.49,0.217999906462278
"MRPS6",0,0.443903714701451,0.772,0.444,0,"non-SPN","MRPS6",0.328,0.145600418422076
"METTL15",0,0.443502528105124,0.965,0.869,0,"non-SPN","METTL15",0.096,0.0425762426980919
"TSTD3",0,0.442535640610007,0.825,0.571,0,"non-SPN","TSTD3",0.254,0.112404052714942
"FNIP2",0,0.442435367820525,0.933,0.824,0,"non-SPN","FNIP2",0.109,0.0482254550924373
"LIPA",0,0.442225160358207,0.834,0.622,0,"non-SPN","LIPA",0.212,0.0937517339959398
"ANO5",0,0.44049522324229,0.991,0.937,0,"non-SPN","ANO5",0.0539999999999999,0.0237867420550836
"SLC23A2",0,0.440197171385881,0.998,0.982,0,"non-SPN","SLC23A2",0.016,0.00704315474217411
"STMN1",0,0.439999054986313,0.565,0.083,0,"non-SPN","STMN1",0.482,0.212079544503403
"RCN2",0,0.438949997796173,0.953,0.83,0,"non-SPN","RCN2",0.123,0.0539908497289293
"SEPTIN6",0,0.4383702726812,0.609,0.093,0,"non-SPN","SEPTIN6",0.516,0.226199060703499
"TGFBR3",0,0.435211981708209,0.397,0.049,0,"non-SPN","TGFBR3",0.348,0.151453769634457
"ATP6V0E2",0,0.435018546493485,0.793,0.488,0,"non-SPN","ATP6V0E2",0.305,0.132680656680513
"ABCD2",0,0.434738930144009,0.666,0.406,0,"non-SPN","ABCD2",0.26,0.113032121837442
"DMXL1",0,0.433838806514915,0.999,0.989,0,"non-SPN","DMXL1",0.01,0.00433838806514915
"NDST4",0,0.432846846566515,0.319,0.037,0,"non-SPN","NDST4",0.282,0.122062810731757
"LGMN",0,0.432757124011902,0.703,0.481,0,"non-SPN","LGMN",0.222,0.0960720815306422
"LRRFIP2",0,0.432570376444831,0.999,0.984,0,"non-SPN","LRRFIP2",0.015,0.00648855564667248
"AFF1",0,0.431992705267083,0.728,0.407,0,"non-SPN","AFF1",0.321,0.138669658390734
"VPS13D",0,0.429845851275088,0.999,0.995,0,"non-SPN","VPS13D",0.004,0.00171938340510035
"PARVA",0,0.42958967151994,0.565,0.226,0,"non-SPN","PARVA",0.339,0.145630898645259
"FRMPD3",0,0.429522640843291,0.572,0.051,0,"non-SPN","FRMPD3",0.521,0.223781295879354
"DIP2B",0,0.429065290670525,0.998,0.991,0,"non-SPN","DIP2B",0.00700000000000001,0.00300345703469368
"PCDH19",0,0.428876134339978,0.373,0.063,0,"non-SPN","PCDH19",0.31,0.132951601645393
"APLP2",0,0.427905919063816,0.989,0.937,0,"non-SPN","APLP2",0.0519999999999999,0.0222511077913184
"PPM1K",0,0.426337519828441,0.981,0.928,0,"non-SPN","PPM1K",0.0529999999999999,0.0225958885509073
"CHD6",0,0.426265794219929,0.999,0.988,0,"non-SPN","CHD6",0.011,0.00468892373641923
"ACSL4",0,0.425456889473157,0.954,0.83,0,"non-SPN","ACSL4",0.124,0.0527566542946714
"GFPT1",0,0.425328553032697,0.92,0.73,0,"non-SPN","GFPT1",0.19,0.0808124250762124
"KIF2A",0,0.424653815056561,0.985,0.945,0,"non-SPN","KIF2A",0.04,0.0169861526022625
"OSBPL9",0,0.421325019148341,0.995,0.971,0,"non-SPN","OSBPL9",0.024,0.0101118004595602
"DGKD",0,0.421187503121082,0.957,0.842,0,"non-SPN","DGKD",0.115,0.0484365628589245
"PSMG2",0,0.420620995997451,0.821,0.53,0,"non-SPN","PSMG2",0.291,0.122400709835258
"ABCA6",0,0.420553975837141,0.716,0.478,0,"non-SPN","ABCA6",0.238,0.10009184624924
"DDHD1",0,0.42030778358269,0.991,0.947,0,"non-SPN","DDHD1",0.044,0.0184935424776384
"BCAT1",0,0.419719998615555,0.936,0.815,0,"non-SPN","BCAT1",0.121,0.0507861198324822
"KMT2A",0,0.419369015246806,1,0.998,0,"non-SPN","KMT2A",0.002,0.000838738030493613
"PPP4R1",0,0.418420184078017,0.888,0.633,0,"non-SPN","PPP4R1",0.255,0.106697146939894
"NSD3",0,0.418225845883859,1,0.999,0,"non-SPN","NSD3",0.001,0.00041822584588386
"RNF149",0,0.417258863578477,0.928,0.746,0,"non-SPN","RNF149",0.182,0.0759411131712828
"ANAPC4",0,0.416437355717064,0.829,0.58,0,"non-SPN","ANAPC4",0.249,0.103692901573549
"ITSN1",0,0.416302533060163,0.999,0.994,0,"non-SPN","ITSN1",0.005,0.00208151266530082
"CDS2",0,0.416042125738355,0.952,0.823,0,"non-SPN","CDS2",0.129,0.0536694342202478
"SCAMP5",0,0.415464135519988,0.973,0.88,0,"non-SPN","SCAMP5",0.093,0.0386381646033589
"ANKRD6",0,0.414709669227729,0.663,0.343,0,"non-SPN","ANKRD6",0.32,0.132707094152873
"LAPTM4B",0,0.414698376233951,0.592,0.122,0,"non-SPN","LAPTM4B",0.47,0.194908236829957
"USP22",0,0.414626688361488,0.977,0.902,0,"non-SPN","USP22",0.075,0.0310970016271116
"RICTOR",0,0.412232973647721,0.996,0.981,0,"non-SPN","RICTOR",0.015,0.00618349460471582
"SCARB2",0,0.411538226784693,0.881,0.663,0,"non-SPN","SCARB2",0.218,0.089715333439063
"USP33",0,0.41118712911343,0.998,0.988,0,"non-SPN","USP33",0.01,0.0041118712911343
"PGRMC1",0,0.40949777660647,0.791,0.521,0,"non-SPN","PGRMC1",0.27,0.110564399683747
"ASXL1",0,0.408984318255228,0.962,0.843,0,"non-SPN","ASXL1",0.119,0.0486691338723722
"MAP3K20",0,0.408556315903157,0.47,0.189,0,"non-SPN","MAP3K20",0.281,0.114804324768787
"TSC22D2",0,0.408551059811072,0.956,0.84,0,"non-SPN","TSC22D2",0.116,0.0473919229380843
"NKX2-1",0,0.407531674650794,0.521,0.001,0,"non-SPN","NKX2-1",0.52,0.211916470818413
"NFE2L2",0,0.406486548721057,0.629,0.215,0,"non-SPN","NFE2L2",0.414,0.168285431170518
"NRIP3",0,0.406107077662473,0.61,0.319,0,"non-SPN","NRIP3",0.291,0.11817715959978
"SYP",0,0.40558256172187,0.932,0.782,0,"non-SPN","SYP",0.15,0.0608373842582805
"MAP3K9",0,0.405471319833722,0.908,0.737,0,"non-SPN","MAP3K9",0.171,0.0693355956915665
"GIGYF2",0,0.40442600418629,0.999,0.99,0,"non-SPN","GIGYF2",0.00900000000000001,0.00363983403767661
"STAT5B",0,0.403891213492838,0.92,0.746,0,"non-SPN","STAT5B",0.174,0.0702770711477538
"PLOD2",0,0.403105927411838,0.436,0.006,0,"non-SPN","PLOD2",0.43,0.17333554878709
"CLU",0,0.402127428310747,0.71,0.428,0,"non-SPN","CLU",0.282,0.113399934783631
"CCDC136",0,0.401540477085478,0.671,0.295,0,"non-SPN","CCDC136",0.376,0.15097921938414
"NQO2",0,0.401283621423113,0.825,0.619,0,"non-SPN","NQO2",0.206,0.0826644260131613
"HDAC5",0,0.401196067080001,0.668,0.279,0,"non-SPN","HDAC5",0.389,0.156065270094121
"SHANK1",0,0.401051437939014,0.612,0.096,0,"non-SPN","SHANK1",0.516,0.206942541976531
"NCOA3",0,0.400781324344921,0.834,0.623,0,"non-SPN","NCOA3",0.211,0.0845648594367783
"TLE2",0,0.400014687476941,0.586,0.057,0,"non-SPN","TLE2",0.529,0.211607769675302
"RABGEF1",0,0.399863327136639,0.999,0.989,0,"non-SPN","RABGEF1",0.01,0.0039986332713664
"MAP4",0,0.399506972804312,0.96,0.865,0,"non-SPN","MAP4",0.095,0.0379531624164097
"TTC7B",0,0.399330526494052,0.998,0.991,0,"non-SPN","TTC7B",0.00700000000000001,0.00279531368545837
"LGI2",0,0.398994971041189,0.495,0.003,0,"non-SPN","LGI2",0.492,0.196305525752265
"PRKAR1B",0,0.398481488406019,0.956,0.836,0,"non-SPN","PRKAR1B",0.12,0.0478177786087223
"EPDR1",0,0.396113011026043,0.601,0.169,0,"non-SPN","EPDR1",0.432,0.17112082076325
"PLEKHH1",0,0.396070895055957,0.648,0.293,0,"non-SPN","PLEKHH1",0.355,0.140605167744865
"GPR83",0,0.395161955940148,0.507,0.017,0,"non-SPN","GPR83",0.49,0.193629358410672
"LURAP1L",0,0.394643697986103,0.501,0.067,0,"non-SPN","LURAP1L",0.434,0.171275364925969
"SMAP1",0,0.394333388499243,0.989,0.962,0,"non-SPN","SMAP1",0.027,0.0106470014894796
"UBE2QL1",0,0.394120953755676,0.61,0.152,0,"non-SPN","UBE2QL1",0.458,0.1805073968201
"KLC1",0,0.393940751126908,0.992,0.952,0,"non-SPN","KLC1",0.04,0.0157576300450763
"RNF11",0,0.39242642327764,0.924,0.748,0,"non-SPN","RNF11",0.176,0.0690670504968646
"HNRNPA3",0,0.39225935485596,0.965,0.859,0,"non-SPN","HNRNPA3",0.106,0.0415794916147317
"SRPK2",0,0.392048776595015,1,0.999,0,"non-SPN","SRPK2",0.001,0.000392048776595015
"SYT13",0,0.391309823985155,0.589,0.135,0,"non-SPN","SYT13",0.454,0.17765466008926
"ARHGEF12",0,0.391219355972252,0.997,0.992,0,"non-SPN","ARHGEF12",0.005,0.00195609677986126
"SYTL2",0,0.391139313882442,0.601,0.223,0,"non-SPN","SYTL2",0.378,0.147850660647563
"SLC22A17",0,0.390873478992586,0.947,0.846,0,"non-SPN","SLC22A17",0.101,0.0394782213782512
"KAT6A",0,0.390235487147418,0.981,0.91,0,"non-SPN","KAT6A",0.071,0.0277067195874666
"CLCN3",0,0.389492363257429,0.991,0.954,0,"non-SPN","CLCN3",0.037,0.0144112174405249
"USP11",0,0.38885216071197,0.929,0.765,0,"non-SPN","USP11",0.164,0.063771754356763
"ADGRA3",0,0.38845976001959,0.53,0.177,0,"non-SPN","ADGRA3",0.353,0.137126295286915
"KLB",0,0.388419669514532,0.282,0.029,0,"non-SPN","KLB",0.253,0.0982701763871765
"ITM2B",0,0.387791292663027,0.975,0.91,0,"non-SPN","ITM2B",0.0649999999999999,0.0252064340230967
"HSD17B4",0,0.386743477590644,0.978,0.911,0,"non-SPN","HSD17B4",0.0669999999999999,0.0259118129985731
"MINAR1",0,0.38594934820755,0.53,0.038,0,"non-SPN","MINAR1",0.492,0.189887079318114
"LNPEP",0,0.385465446439658,0.955,0.842,0,"non-SPN","LNPEP",0.113,0.0435575954476813
"PPP2CB",0,0.385184978858884,0.913,0.776,0,"non-SPN","PPP2CB",0.137,0.0527703421036671
"FRMD3",0,0.385075007306118,0.453,0.174,0,"non-SPN","FRMD3",0.279,0.107435927038407
"RAPH1",0,0.385056394139364,0.963,0.879,0,"non-SPN","RAPH1",0.084,0.0323447371077065
"DENND5A",0,0.383986481957662,0.961,0.872,0,"non-SPN","DENND5A",0.089,0.0341747968942319
"GOLM1",0,0.383599227367214,0.809,0.541,0,"non-SPN","GOLM1",0.268,0.102804592934413
"CEP63",0,0.383581336253821,0.849,0.62,0,"non-SPN","CEP63",0.229,0.087840126002125
"TMX4",0,0.382112463850288,0.863,0.659,0,"non-SPN","TMX4",0.204,0.0779509426254587
"SVEP1",0,0.382049384827207,0.234,0.008,0,"non-SPN","SVEP1",0.226,0.0863431609709488
"ZNF718",0,0.382018505429729,0.917,0.759,0,"non-SPN","ZNF718",0.158,0.0603589238578973
"SCG3",0,0.380386951497776,0.832,0.619,0,"non-SPN","SCG3",0.213,0.0810224206690262
"IGF2R",0,0.379656074805114,0.893,0.719,0,"non-SPN","IGF2R",0.174,0.0660601570160898
"TLE5",0,0.379344495691244,0.88,0.68,0,"non-SPN","TLE5",0.2,0.0758688991382487
"COTL1",0,0.378842174535137,0.528,0.025,0,"non-SPN","COTL1",0.503,0.190557613791174
"DZIP1",0,0.378358165564642,0.991,0.961,0,"non-SPN","DZIP1",0.03,0.0113507449669393
"KCNJ6",0,0.378194649567681,0.315,0.034,0,"non-SPN","KCNJ6",0.281,0.106272696528518
"PCYOX1",0,0.377951830226981,0.652,0.306,0,"non-SPN","PCYOX1",0.346,0.130771333258535
"BACE2",0,0.377290180057005,0.432,0.016,0,"non-SPN","BACE2",0.416,0.156952714903714
"ARX",0,0.376697763502941,0.537,0.075,0,"non-SPN","ARX",0.462,0.174034366738359
"GAN",0,0.376538085042386,0.66,0.347,0,"non-SPN","GAN",0.313,0.117856420618267
"PRRC2B",0,0.376100747497841,0.99,0.955,0,"non-SPN","PRRC2B",0.035,0.0131635261624245
"UPF3A",0,0.375860206433713,0.988,0.949,0,"non-SPN","UPF3A",0.039,0.0146585480509148
"SENP6",0,0.375394339822422,1,0.998,0,"non-SPN","SENP6",0.002,0.000750788679644844
"SPEN",0,0.375317148310572,0.941,0.804,0,"non-SPN","SPEN",0.137,0.0514184493185483
"PMS1",0,0.374791212136694,0.961,0.861,0,"non-SPN","PMS1",0.1,0.0374791212136694
"KCNQ1",0,0.37421287129624,0.548,0.228,0,"non-SPN","KCNQ1",0.32,0.119748118814797
"ATCAY",0,0.373700658924706,0.939,0.81,0,"non-SPN","ATCAY",0.129,0.0482073850012871
"ENPP1",0,0.37324219910666,0.443,0.01,0,"non-SPN","ENPP1",0.433,0.161613872213184
"RYR1",0,0.372811671360128,0.531,0.235,0,"non-SPN","RYR1",0.296,0.110352254722598
"FBLN7",0,0.372096942057809,0.47,0.061,0,"non-SPN","FBLN7",0.409,0.152187649301644
"RFFL",0,0.371874672810623,0.7,0.426,0,"non-SPN","RFFL",0.274,0.101893660350111
"KTN1",0,0.371354307373451,0.998,0.982,0,"non-SPN","KTN1",0.016,0.00594166891797523
"ARID2",0,0.371341378481458,0.931,0.792,0,"non-SPN","ARID2",0.139,0.0516164516089227
"APBA2",0,0.370732154511575,0.973,0.911,0,"non-SPN","APBA2",0.0619999999999999,0.0229853935797176
"ZNF652",0,0.369584067472149,0.943,0.805,0,"non-SPN","ZNF652",0.138,0.0510026013111565
"MON2",0,0.369353940618025,0.999,0.998,0,"non-SPN","MON2",0.001,0.000369353940618026
"TP53BP1",0,0.369088335416358,0.986,0.95,0,"non-SPN","TP53BP1",0.036,0.0132871800749889
"PLS1",0,0.367870547123614,0.491,0.136,0,"non-SPN","PLS1",0.355,0.130594044228883
"PRPSAP1",0,0.364579600239328,0.804,0.568,0,"non-SPN","PRPSAP1",0.236,0.0860407856564814
"TRIM37",0,0.36424921161616,0.989,0.95,0,"non-SPN","TRIM37",0.039,0.0142057192530303
"PKN2",0,0.3641963704014,0.997,0.986,0,"non-SPN","PKN2",0.011,0.00400616007441541
"HIP1",0,0.363606158685969,0.624,0.336,0,"non-SPN","HIP1",0.288,0.104718573701559
"EIF2AK2",0,0.362836864455142,0.906,0.731,0,"non-SPN","EIF2AK2",0.175,0.0634964512796499
"ADAMTS17",0,0.36275449377798,0.33,0.05,0,"non-SPN","ADAMTS17",0.28,0.101571258257835
"TRPC4AP",0,0.362109896100854,0.957,0.848,0,"non-SPN","TRPC4AP",0.109,0.0394699786749931
"STX3",0,0.361713501810704,0.777,0.496,0,"non-SPN","STX3",0.281,0.101641494008808
"SCML1",0,0.361390945324781,0.554,0.207,0,"non-SPN","SCML1",0.347,0.125402658027699
"CC2D2A",0,0.361138453998954,0.739,0.515,0,"non-SPN","CC2D2A",0.224,0.0808950136957658
"TOM1L2",0,0.36027165414994,0.988,0.946,0,"non-SPN","TOM1L2",0.042,0.0151314094742975
"B3GAT1",0,0.359681491000636,0.849,0.635,0,"non-SPN","B3GAT1",0.214,0.0769718390741361
"HOOK3",0,0.359535862782224,0.997,0.981,0,"non-SPN","HOOK3",0.016,0.00575257380451559
"ADRA1B",0,0.359480035660031,0.418,0.024,0,"non-SPN","ADRA1B",0.394,0.141635134050052
"CAND1",0,0.358806582679835,0.972,0.897,0,"non-SPN","CAND1",0.075,0.0269104937009876
"ALDH7A1",0,0.358649722427756,0.746,0.494,0,"non-SPN","ALDH7A1",0.252,0.0903797300517944
"CHGB",0,0.35741871198841,0.562,0.251,0,"non-SPN","CHGB",0.311,0.111157219428395
"GRIN2D",0,0.35693504925248,0.51,0.068,0,"non-SPN","GRIN2D",0.442,0.157765291769596
"RERGL",0,0.356651053899219,0.166,0.015,0,"non-SPN","RERGL",0.151,0.053854309138782
"IGSF3",0,0.356319942365669,0.677,0.399,0,"non-SPN","IGSF3",0.278,0.099056943977656
"ARRB1",0,0.355956526081618,0.94,0.805,0,"non-SPN","ARRB1",0.135,0.0480541310210183
"APPL2",0,0.355926358784563,0.913,0.763,0,"non-SPN","APPL2",0.15,0.0533889538176845
"TMBIM6",0,0.354262511268993,0.847,0.633,0,"non-SPN","TMBIM6",0.214,0.0758121774115644
"EPS15",0,0.354174294281804,0.905,0.774,0,"non-SPN","EPS15",0.131,0.0463968325509163
"SHC2",0,0.353316182371388,0.563,0.066,0,"non-SPN","SHC2",0.497,0.17559814263858
"RUSC2",0,0.352229151126928,0.884,0.705,0,"non-SPN","RUSC2",0.179,0.0630490180517201
"ATP1B2",0,0.35174605768725,0.507,0.003,0,"non-SPN","ATP1B2",0.504,0.177280013074374
"L3MBTL1",0,0.35165761788983,0.86,0.65,0,"non-SPN","L3MBTL1",0.21,0.0738480997568642
"OLFM1",0,0.351597292469234,0.569,0.294,0,"non-SPN","OLFM1",0.275,0.0966892554290394
"IRS1",0,0.351356805535572,0.555,0.227,0,"non-SPN","IRS1",0.328,0.115245032215668
"KIF1A",0,0.350008144778908,0.967,0.869,0,"non-SPN","KIF1A",0.098,0.034300798188333
"ATP6V1B2",0,0.347108337875034,0.918,0.785,0,"non-SPN","ATP6V1B2",0.133,0.0461654089373795
"ZNF544",0,0.346729212851528,0.895,0.738,0,"non-SPN","ZNF544",0.157,0.0544364864176899
"MAPK9",0,0.346576438198924,0.967,0.881,0,"non-SPN","MAPK9",0.086,0.0298055736851074
"ZFR2",0,0.345841639434392,0.89,0.702,0,"non-SPN","ZFR2",0.188,0.0650182282136657
"PWWP3A",0,0.345605613558564,0.835,0.621,0,"non-SPN","PWWP3A",0.214,0.0739596013015326
"NUP160",0,0.345491564219962,0.87,0.666,0,"non-SPN","NUP160",0.204,0.0704802791008723
"HMCN2",0,0.345450303217639,0.432,0.02,0,"non-SPN","HMCN2",0.412,0.142325524925667
"GCNT2",0,0.345289266484197,0.443,0.021,0,"non-SPN","GCNT2",0.422,0.145712070456331
"SMAD5",0,0.34500077568977,0.788,0.527,0,"non-SPN","SMAD5",0.261,0.0900452024550299
"HNRNPA2B1",0,0.343927496914903,0.998,0.992,0,"non-SPN","HNRNPA2B1",0.00600000000000001,0.00206356498148942
"MAP1LC3B",0,0.343485992775281,0.681,0.404,0,"non-SPN","MAP1LC3B",0.277,0.0951456199987528
"TMEM200C",0,0.343234368648412,0.475,0.001,0,"non-SPN","TMEM200C",0.474,0.162693090739347
"RASSF8",0,0.342802502001809,0.47,0.179,0,"non-SPN","RASSF8",0.291,0.0997555280825264
"MTSS2",0,0.341563722655317,0.647,0.309,0,"non-SPN","MTSS2",0.338,0.115448538257497
"TACC2",0,0.341128933373844,0.926,0.803,0,"non-SPN","TACC2",0.123,0.0419588588049828
"EXOC1",0,0.339992183105622,0.948,0.859,0,"non-SPN","EXOC1",0.089,0.0302593042964004
"HMGN1",0,0.339729191854665,0.849,0.661,0,"non-SPN","HMGN1",0.188,0.063869088068677
"LAMA3",0,0.33946575410041,0.184,0.025,0,"non-SPN","LAMA3",0.159,0.0539750549019651
"SRGAP2C",0,0.339372751754773,0.88,0.72,0,"non-SPN","SRGAP2C",0.16,0.0542996402807637
"RASA3",0,0.338237225791141,0.498,0.007,0,"non-SPN","RASA3",0.491,0.16607447786345
"RAI2",0,0.33784292307465,0.535,0.172,0,"non-SPN","RAI2",0.363,0.122636981076098
"NGLY1",0,0.33766387306415,0.87,0.7,0,"non-SPN","NGLY1",0.17,0.0574028584209055
"MTUS1",0,0.337595125559716,0.873,0.678,0,"non-SPN","MTUS1",0.195,0.0658310494841447
"AK3",0,0.336196198295201,0.74,0.5,0,"non-SPN","AK3",0.24,0.0806870875908481
"MLIP",0,0.335979356202911,0.257,0.019,0,"non-SPN","MLIP",0.238,0.0799630867762928
"UBE2Q2",0,0.33587679579444,0.532,0.142,0,"non-SPN","UBE2Q2",0.39,0.130991950359831
"HOOK2",0,0.335384221606695,0.794,0.569,0,"non-SPN","HOOK2",0.225,0.0754614498615063
"HNRNPD",0,0.335176035904623,0.957,0.88,0,"non-SPN","HNRNPD",0.077,0.0258085547646559
"SLC11A2",0,0.334334875077533,0.855,0.657,0,"non-SPN","SLC11A2",0.198,0.0661983052653516
"SNRNP70",0,0.334168093600195,0.984,0.938,0,"non-SPN","SNRNP70",0.046,0.015371732305609
"SEMA4D",0,0.333885150951625,0.715,0.464,0,"non-SPN","SEMA4D",0.251,0.0838051728888578
"SNCB",0,0.333602708495958,0.542,0.124,0,"non-SPN","SNCB",0.418,0.13944593215131
"KANK4",0,0.333272204572338,0.422,0.044,0,"non-SPN","KANK4",0.378,0.125976893328344
"LY6H",0,0.332918901104758,0.559,0.202,0,"non-SPN","LY6H",0.357,0.118852047694398
"C9orf72",0,0.331678537846599,0.887,0.7,0,"non-SPN","C9orf72",0.187,0.062023886577314
"PTAR1",0,0.331351470715881,0.719,0.463,0,"non-SPN","PTAR1",0.256,0.0848259765032655
"CD55",0,0.33082595313513,0.519,0.111,0,"non-SPN","CD55",0.408,0.134976988879133
"FERMT2",0,0.329668351907984,0.484,0.019,0,"non-SPN","FERMT2",0.465,0.153295783637212
"EML2",0,0.329417476348833,0.71,0.433,0,"non-SPN","EML2",0.277,0.0912486409486268
"LYPD6B",0,0.328785853150845,0.25,0.013,0,"non-SPN","LYPD6B",0.237,0.0779222471967504
"APPL1",0,0.328669575730439,0.879,0.714,0,"non-SPN","APPL1",0.165,0.0542304799955224
"NBL1",0,0.328394442618906,0.562,0.204,0,"non-SPN","NBL1",0.358,0.117565210457568
"KSR1",0,0.327944539532177,0.618,0.337,0,"non-SPN","KSR1",0.281,0.0921524156085418
"ATP13A2",0,0.327433632558907,0.705,0.43,0,"non-SPN","ATP13A2",0.275,0.0900442489536994
"DLG5",0,0.327206984301911,0.6,0.261,0,"non-SPN","DLG5",0.339,0.110923167678348
"BEST3",0,0.327057865922833,0.345,0.006,0,"non-SPN","BEST3",0.339,0.11087261654784
"INPP1",0,0.326227138124409,0.692,0.429,0,"non-SPN","INPP1",0.263,0.0857977373267195
"CACNA1G",0,0.325943469363708,0.482,0.038,0,"non-SPN","CACNA1G",0.444,0.144718900397486
"ST8SIA2",0,0.323787649136383,0.346,0.035,0,"non-SPN","ST8SIA2",0.311,0.100697958881415
"ITGB1",0,0.323633256954128,0.86,0.664,0,"non-SPN","ITGB1",0.196,0.063432118363009
"TMEM184B",0,0.323546729503105,0.761,0.527,0,"non-SPN","TMEM184B",0.234,0.0757099347037265
"ANTXR2",0,0.32283836112473,0.24,0.003,0,"non-SPN","ANTXR2",0.237,0.076512691586561
"CELF6",0,0.322248255490635,0.628,0.325,0,"non-SPN","CELF6",0.303,0.0976412214136624
"SYNGR1",0,0.32029484372543,0.758,0.499,0,"non-SPN","SYNGR1",0.259,0.0829563645248863
"COL28A1",0,0.320290391917496,0.434,0.099,0,"non-SPN","COL28A1",0.335,0.107297281292361
"TMEM50B",0,0.318346430428822,0.903,0.751,0,"non-SPN","TMEM50B",0.152,0.048388657425181
"GLDC",0,0.317982372410568,0.428,0.021,0,"non-SPN","GLDC",0.407,0.129418825571101
"EPM2AIP1",0,0.315464080229741,0.851,0.669,0,"non-SPN","EPM2AIP1",0.182,0.0574144626018128
"SMYD2",0,0.315016975802478,0.519,0.133,0,"non-SPN","SMYD2",0.386,0.121596552659756
"FGD5",0,0.314851954365777,0.374,0.029,0,"non-SPN","FGD5",0.345,0.108623924256193
"MGST2",0,0.312619688310694,0.485,0.121,0,"non-SPN","MGST2",0.364,0.113793566545093
"POU3F3",0,0.312571116812599,0.574,0.258,0,"non-SPN","POU3F3",0.316,0.0987724729127813
"KCNS3",0,0.311380061310103,0.327,0.009,0,"non-SPN","KCNS3",0.318,0.0990188594966127
"RASSF4",0,0.310438271467439,0.496,0.005,0,"non-SPN","RASSF4",0.491,0.152425191290513
"OBSL1",0,0.309989622352824,0.581,0.232,0,"non-SPN","OBSL1",0.349,0.108186378201136
"KCNT2",0,0.308016856996832,0.417,0.106,0,"non-SPN","KCNT2",0.311,0.0957932425260147
"XYLB",0,0.3073624251734,0.636,0.341,0,"non-SPN","XYLB",0.295,0.090671915426153
"EPHX2",0,0.306961145185665,0.518,0.102,0,"non-SPN","EPHX2",0.416,0.127695836397237
"MTURN",0,0.306660758163036,0.795,0.573,0,"non-SPN","MTURN",0.222,0.068078688312194
"PTHLH",0,0.306405286867397,0.347,0.028,0,"non-SPN","PTHLH",0.319,0.0977432865106997
"DELE1",0,0.305416539594246,0.728,0.488,0,"non-SPN","DELE1",0.24,0.073299969502619
"PRTG",0,0.303362036888811,0.281,0.008,0,"non-SPN","PRTG",0.273,0.0828178360706455
"NAP1L5",0,0.303182468680933,0.522,0.201,0,"non-SPN","NAP1L5",0.321,0.0973215724465795
"CNN3",0,0.303067664311044,0.453,0.012,0,"non-SPN","CNN3",0.441,0.13365283996117
"SLC43A2",0,0.302241183704678,0.605,0.278,0,"non-SPN","SLC43A2",0.327,0.0988328670714297
"MKNK1",0,0.300859993558643,0.722,0.456,0,"non-SPN","MKNK1",0.266,0.080028758286599
"NXN",0,0.30084518434823,0.416,0.135,0,"non-SPN","NXN",0.281,0.0845374968018527
"EPS8",0,0.299542224117698,0.467,0.112,0,"non-SPN","EPS8",0.355,0.106337489561783
"PPARA",0,0.298973924831475,0.487,0.13,0,"non-SPN","PPARA",0.357,0.106733691164837
"MTMR6",0,0.298681764253496,0.828,0.634,0,"non-SPN","MTMR6",0.194,0.0579442622651781
"DNAJB6",0,0.297577283638756,0.849,0.664,0,"non-SPN","DNAJB6",0.185,0.0550517974731698
"ADAMTS10",0,0.295013361209236,0.509,0.065,0,"non-SPN","ADAMTS10",0.444,0.130985932376901
